Unique,AgeEntry,PolicyTerm,SumAssured
A006192,29,1,8016241
A006193,23,30,6803319
A006194,37,20,4589235
A006195,38,10,1404622
A006196,22,1,1547641
A006197,19,20,6022505
A006198,30,30,260333
A006199,60,5,2702602
A006200,29,20,302591
A006201,30,20,9636445
A006202,46,30,8773187
A006203,45,1,1115099
A006204,61,10,7605150
A006205,49,10,7753914
A006206,48,1,8992129
A006207,45,10,5522302
A006208,27,10,2297858
A006209,63,5,9232742
A006210,29,10,9883325
A006211,29,1,5089644
A006212,67,20,7418037
A006213,53,10,6200048
A006214,36,20,5178724
A006215,47,1,9515404
A006216,45,5,2921416
A006217,22,1,9570304
A006218,66,1,7981075
A006219,46,5,5320695
A006220,34,30,5769037
A006221,23,10,92290
A006222,21,20,3145538
A006223,35,1,8255858
A006224,52,20,9888905
A006225,49,30,8026402
A006226,57,5,3893517
A006227,52,10,298925
A006228,39,20,596242
A006229,58,1,609919
A006230,56,5,1846629
A006231,66,5,457046
A006232,41,5,2419108
A006233,53,10,3737544
A006234,64,20,1327481
A006235,69,1,3609922
A006236,58,20,6258498
A006237,31,20,558347
A006238,60,5,5786082
A006239,69,30,7609067
A006240,49,1,1525822
A006241,26,10,4066510
A006242,59,20,6973796
A006243,38,10,1704722
A006244,26,5,2608110
A006245,65,1,8595136
A006246,23,5,7156374
A006247,47,1,4253798
A006248,56,5,7325746
A006249,48,20,3444549
A006250,42,20,7473383
A006251,53,1,9346410
A006252,47,1,8886112
A006253,43,5,2590461
A006254,59,20,5480017
A006255,61,1,9808956
A006256,47,20,938367
A006257,29,10,8213436
A006258,46,30,1758864
A006259,23,20,1541480
A006260,31,10,5187960
A006261,65,30,6532742
A006262,32,30,3181454
A006263,37,5,8701392
A006264,32,5,9803937
A006265,42,10,3184648
A006266,62,5,7908585
A006267,36,1,2630048
A006268,57,10,4790955
A006269,41,5,2301331
A006270,21,30,2280870
A006271,51,10,8955532
A006272,58,1,9059335
A006273,51,10,6954221
A006274,36,10,6599718
A006275,51,10,4944918
A006276,44,20,1755925
A006277,56,10,5163337
A006278,52,5,5059961
A006279,23,20,9810812
A006280,65,20,8294889
A006281,66,30,2374312
A006282,48,1,7391886
A006283,60,10,916893
A006284,43,30,7104241
A006285,69,10,1289731
A006286,26,20,8186546
A006287,41,5,9042775
A006288,40,30,7211493
A006289,48,1,6725705
A006290,36,1,8281767
A006291,39,20,6441434
A006292,56,5,7180022
A006293,19,10,2623995
A006294,61,30,3496409
A006295,47,5,5967231
A006296,20,1,5906260
A006297,54,30,8332743
A006298,34,10,7807408
A006299,42,30,4313515
A006300,38,5,5900192
A006301,34,10,8640793
A006302,32,1,1561496
A006303,59,10,3681610
A006304,36,1,8662943
A006305,38,30,5292315
A006306,42,1,9622694
A006307,60,1,7522321
A006308,59,30,3598248
A006309,29,30,8516133
A006310,43,1,8240396
A006311,25,5,6670278
A006312,33,1,8605812
A006313,28,5,4559671
A006314,61,30,9732082
A006315,53,20,2120020
A006316,42,5,8371120
A006317,32,30,3723795
A006318,64,20,3736999
A006319,53,10,8687188
A006320,25,10,7091900
A006321,53,20,3351891
A006322,20,30,7108923
A006323,40,10,1676307
A006324,38,10,8392517
A006325,41,5,8511022
A006326,29,10,8717966
A006327,56,5,9103927
A006328,50,20,6880765
A006329,38,1,8422549
A006330,68,10,6732665
A006331,52,20,816581
A006332,31,1,7155974
A006333,25,1,5496536
A006334,68,30,3278010
A006335,65,1,1790641
A006336,41,30,5465023
A006337,23,1,2799954
A006338,45,5,7640684
A006339,62,20,8812471
A006340,40,5,1040393
A006341,45,20,7998097
A006342,58,5,7026765
A006343,23,30,6678887
A006344,54,10,1801601
A006345,27,1,4835448
A006346,60,5,3731603
A006347,63,10,9047526
A006348,43,1,9251976
A006349,66,20,1658454
A006350,55,10,4931245
A006351,38,30,84055
A006352,39,1,7857598
A006353,30,5,6480907
A006354,52,20,5888494
A006355,33,5,6996006
A006356,45,5,3260305
A006357,57,5,6186880
A006358,66,10,6467184
A006359,29,1,7248008
A006360,36,1,498840
A006361,64,5,606015
A006362,33,10,7799849
A006363,31,30,7954406
A006364,40,10,7945053
A006365,23,5,6892402
A006366,54,5,413748
A006367,44,20,4632743
A006368,65,1,5485981
A006369,34,30,7613135
A006370,45,20,9809430
A006371,41,30,2002030
A006372,61,10,3878088
A006373,56,5,5657962
A006374,31,30,6868419
A006375,53,20,3801855
A006376,62,5,7121738
A006377,33,5,1109050
A006378,24,5,1151619
A006379,35,20,8115213
A006380,63,20,6924010
A006381,56,5,5845144
A006382,63,1,7744534
A006383,62,1,2783073
A006384,24,20,4955115
A006385,67,1,9609460
A006386,44,1,7955198
A006387,25,1,1184615
A006388,31,1,821093
A006389,54,30,2557295
A006390,52,20,1494593
A006391,59,30,6378109
A006392,29,5,438438
A006393,21,30,548162
A006394,47,30,3859541
A006395,19,20,7107657
A006396,49,1,7376873
A006397,50,10,5695821
A006398,64,20,6084894
A006399,63,20,963788
A006400,64,30,5694328
A006401,24,20,7993534
A006402,69,5,3465693
A006403,59,30,2407911
A006404,49,10,3946954
A006405,48,20,6151844
A006406,22,5,7756543
A006407,46,5,6685749
A006408,24,1,5685491
A006409,54,10,8617549
A006410,46,10,61972
A006411,37,10,8819620
A006412,50,20,1916336
A006413,52,20,4921058
A006414,35,10,9884726
A006415,42,30,9244981
A006416,52,20,1203437
A006417,56,1,2338932
A006418,23,10,7000780
A006419,47,30,2473627
A006420,50,30,8388986
A006421,59,5,7308095
A006422,34,1,4119139
A006423,28,5,8979044
A006424,33,1,6906060
A006425,65,30,8979573
A006426,28,30,5026046
A006427,36,30,8177841
A006428,47,30,8230845
A006429,24,10,2524823
A006430,46,5,7546815
A006431,69,20,1651917
A006432,40,20,7796411
A006433,58,5,3333415
A006434,60,5,6312041
A006435,64,1,2222861
A006436,28,1,6269845
A006437,57,20,9973191
A006438,32,10,9485916
A006439,30,10,9083744
A006440,34,30,8794453
A006441,55,20,6176112
A006442,56,10,9602274
A006443,41,10,8612669
A006444,42,20,1567042
A006445,47,1,5888947
A006446,38,1,8402790
A006447,23,10,8190932
A006448,68,5,6377593
A006449,22,5,359455
A006450,40,1,3124547
A006451,56,10,2167301
A006452,43,5,9270773
A006453,38,20,5057878
A006454,45,5,9618207
A006455,32,1,7171295
A006456,47,20,6476941
A006457,53,1,6231683
A006458,29,20,5276080
A006459,38,30,3038201
A006460,52,10,5955515
A006461,69,20,7344883
A006462,43,1,5874193
A006463,64,5,4855993
A006464,50,10,6720716
A006465,53,5,7993237
A006466,51,5,5913668
A006467,68,20,6147640
A006468,24,1,6368726
A006469,40,10,5359693
A006470,55,5,4131309
A006471,51,30,9651551
A006472,46,10,2783599
A006473,41,30,6250984
A006474,22,10,2557057
A006475,45,10,7288488
A006476,34,5,4364711
A006477,35,1,3542411
A006478,66,30,1050124
A006479,33,1,3770934
A006480,54,30,9498562
A006481,39,20,8655137
A006482,27,20,2516769
A006483,52,5,4386035
A006484,59,5,2025111
A006485,66,30,9715247
A006486,29,1,1615204
A006487,59,20,8016761
A006488,21,30,6478641
A006489,33,1,1500068
A006490,30,20,287172
A006491,68,20,8478787
A006492,35,10,7054935
A006493,21,5,7240216
A006494,30,1,5592374
A006495,46,30,2723691
A006496,38,10,6160081
A006497,55,1,219693
A006498,56,5,6162503
A006499,67,20,8837371
A006500,58,20,3213205
A006501,65,30,4398419
A006502,55,10,1469111
A006503,61,5,8104825
A006504,58,1,7277711
A006505,47,5,8267916
A006506,21,5,686734
A006507,19,1,4974258
A006508,67,5,1040791
A006509,62,5,4476422
A006510,20,1,7567258
A006511,31,30,5721896
A006512,69,20,520236
A006513,69,5,1948356
A006514,22,20,6855366
A006515,57,30,1725444
A006516,54,30,9588678
A006517,57,30,4822365
A006518,25,20,9824181
A006519,64,1,6305224
A006520,35,30,8208458
A006521,40,30,2701651
A006522,49,1,4549085
A006523,53,20,5927346
A006524,29,30,2799549
A006525,23,30,656389
A006526,37,10,6061208
A006527,43,1,1885598
A006528,41,30,4287522
A006529,29,10,5219300
A006530,63,30,1921634
A006531,43,5,4645389
A006532,33,10,5353942
A006533,57,5,6552594
A006534,65,5,3726860
A006535,19,1,5705720
A006536,22,5,9555351
A006537,28,5,4293828
A006538,64,10,5583254
A006539,48,5,5602594
A006540,19,1,9097510
A006541,56,30,7812453
A006542,40,10,7231557
A006543,27,20,7182535
A006544,69,1,9620220
A006545,68,1,4491525
A006546,21,10,3307967
A006547,32,20,8967567
A006548,68,20,8304193
A006549,64,10,6773358
A006550,27,5,8464135
A006551,64,10,5678231
A006552,63,10,4869127
A006553,41,10,6912111
A006554,24,30,1841881
A006555,66,20,1242683
A006556,19,1,1587565
A006557,67,5,8517199
A006558,37,5,8266777
A006559,60,5,6438984
A006560,61,10,757416
A006561,27,1,5537072
A006562,36,20,7747882
A006563,59,1,9142915
A006564,45,30,9462211
A006565,47,20,7866353
A006566,53,20,9429552
A006567,32,5,6531581
A006568,57,30,3377046
A006569,39,1,5006365
A006570,56,5,2049924
A006571,32,5,3717846
A006572,59,10,3000859
A006573,31,5,1416986
A006574,19,1,4311985
A006575,60,30,5249511
A006576,63,1,4234426
A006577,36,20,627884
A006578,25,30,2301381
A006579,42,30,1650281
A006580,21,1,6807431
A006581,26,10,2851234
A006582,20,5,6007545
A006583,63,1,6429782
A006584,64,10,9094595
A006585,43,1,4922739
A006586,65,5,673311
A006587,26,5,5919070
A006588,55,1,7301875
A006589,54,1,5110940
A006590,26,30,3556506
A006591,20,30,388388
A006592,51,20,2826447
A006593,34,10,964741
A006594,59,20,6847431
A006595,25,5,5654514
A006596,66,20,2270268
A006597,30,20,8512948
A006598,27,5,578326
A006599,45,10,3574452
A006600,39,10,2653237
A006601,43,5,5049944
A006602,45,30,802513
A006603,20,30,9060847
A006604,39,5,9249955
A006605,69,10,6874881
A006606,48,10,8206153
A006607,59,30,2266187
A006608,49,10,7361762
A006609,27,30,8984395
A006610,66,20,2490653
A006611,66,5,2047893
A006612,43,5,2954433
A006613,58,10,7146867
A006614,48,10,4519956
A006615,26,20,8571351
A006616,69,1,234155
A006617,59,1,3820208
A006618,53,5,6056895
A006619,67,5,5384239
A006620,40,20,2857258
A006621,26,20,4358335
A006622,50,30,8374174
A006623,26,5,5447927
A006624,61,5,5711788
A006625,62,10,6707951
A006626,26,30,924275
A006627,51,1,7411188
A006628,24,30,7064199
A006629,27,30,7933477
A006630,55,5,700142
A006631,32,10,6927449
A006632,63,5,3541239
A006633,20,30,3825702
A006634,65,1,6808850
A006635,28,5,2532143
A006636,41,20,2690586
A006637,64,10,6659320
A006638,45,1,6997944
A006639,60,30,9868477
A006640,68,30,7839476
A006641,44,30,5215091
A006642,53,10,2673654
A006643,64,1,9625591
A006644,68,1,7430224
A006645,19,10,1716617
A006646,23,10,4393823
A006647,55,10,3246030
A006648,40,10,5995913
A006649,35,30,4001072
A006650,28,5,3840766
A006651,29,20,7282872
A006652,45,10,7649197
A006653,29,1,8762455
A006654,20,20,4548926
A006655,56,5,3715999
A006656,61,5,5231125
A006657,19,5,7637458
A006658,29,20,4391403
A006659,30,30,8251007
A006660,53,10,6691360
A006661,64,5,9528346
A006662,45,10,6458652
A006663,32,1,3842337
A006664,62,1,6175857
A006665,30,20,8498074
A006666,20,10,2793352
A006667,27,20,7450576
A006668,36,30,3306679
A006669,54,1,6014949
A006670,48,5,928674
A006671,27,1,5246632
A006672,66,5,4013185
A006673,68,30,3700619
A006674,47,30,1386301
A006675,23,10,2451805
A006676,69,20,9463573
A006677,19,1,8296254
A006678,37,10,9801931
A006679,65,20,9360352
A006680,67,5,6555292
A006681,54,20,8224399
A006682,67,10,7737513
A006683,41,5,8286226
A006684,54,5,3861827
A006685,44,10,9841848
A006686,35,10,8287274
A006687,50,20,8554913
A006688,56,5,3147525
A006689,57,5,6501267
A006690,22,5,6222407
A006691,60,1,6313212
A006692,57,20,6632141
A006693,33,5,5848372
A006694,36,5,4155722
A006695,21,1,6191736
A006696,26,30,2109008
A006697,32,30,1360836
A006698,65,10,4790317
A006699,58,10,2433370
A006700,67,30,6450911
A006701,69,30,5430485
A006702,30,20,3220907
A006703,54,20,4478586
A006704,30,10,3770695
A006705,66,30,5089551
A006706,28,5,7350688
A006707,27,10,9830360
A006708,69,1,9296730
A006709,58,20,2028784
A006710,19,10,388202
A006711,49,1,5782204
A006712,37,5,8992668
A006713,41,10,6464546
A006714,35,30,131137
A006715,47,5,5233604
A006716,52,10,8045416
A006717,46,5,315290
A006718,55,1,2549348
A006719,31,1,8409729
A006720,65,30,1977380
A006721,48,10,9277057
A006722,34,30,7621997
A006723,65,10,7992449
A006724,59,20,4598804
A006725,24,10,9296297
A006726,58,10,4117290
A006727,20,20,6183169
A006728,35,1,8132411
A006729,35,1,7217410
A006730,65,5,2936071
A006731,37,10,8161947
A006732,20,5,4305267
A006733,69,1,9515523
A006734,46,20,2680499
A006735,48,30,9462648
A006736,37,1,1474777
A006737,28,1,1245080
A006738,50,5,3927774
A006739,45,10,8137184
A006740,34,1,8342318
A006741,42,10,5550279
A006742,31,20,636792
A006743,48,10,5964018
A006744,35,10,2376453
A006745,64,5,9215253
A006746,47,5,9792211
A006747,45,30,1890627
A006748,69,10,2822862
A006749,36,10,2187387
A006750,62,20,1551908
A006751,25,5,5153605
A006752,54,5,9031235
A006753,39,30,1955040
A006754,32,10,6460308
A006755,41,20,4546760
A006756,28,5,1101786
A006757,39,10,196477
A006758,36,10,9961331
A006759,36,5,4712328
A006760,39,1,3592490
A006761,36,20,9394989
A006762,65,5,3503966
A006763,51,30,9626640
A006764,28,30,5644178
A006765,68,1,1354639
A006766,33,20,2981040
A006767,63,1,8768319
A006768,24,5,4869694
A006769,55,30,9175743
A006770,40,10,7947813
A006771,60,1,2705964
A006772,58,10,7588799
A006773,21,1,4228448
A006774,63,10,7967676
A006775,62,30,1582745
A006776,35,5,9863867
A006777,44,1,1050205
A006778,47,20,2476395
A006779,37,1,3069953
A006780,41,10,6446728
A006781,68,30,6855915
A006782,24,20,5977068
A006783,36,5,3255699
A006784,49,5,1871511
A006785,56,20,8265215
A006786,56,1,9098162
A006787,57,20,9399499
A006788,20,20,9522423
A006789,48,1,514093
A006790,46,1,935621
A006791,62,10,5543774
A006792,48,10,3106494
A006793,61,30,4036595
A006794,66,20,9771562
A006795,60,30,8884062
A006796,62,1,3760979
A006797,58,1,7483502
A006798,69,1,162130
A006799,42,1,1983725
A006800,34,20,1846824
A006801,44,30,3061963
A006802,66,5,9305611
A006803,64,30,5127565
A006804,61,10,2031090
A006805,25,10,9977025
A006806,59,20,8908866
A006807,58,30,9394376
A006808,28,30,6843764
A006809,29,1,1300533
A006810,28,30,4538802
A006811,65,10,9703154
A006812,38,30,4181020
A006813,44,5,8966262
A006814,21,30,7496810
A006815,58,30,2807815
A006816,40,10,8158285
A006817,30,20,7191664
A006818,67,1,126110
A006819,69,10,3127738
A006820,47,30,1598034
A006821,36,1,8750972
A006822,34,5,9289208
A006823,34,10,5597237
A006824,67,20,9873785
A006825,25,10,848647
A006826,61,5,889409
A006827,54,10,1723410
A006828,40,10,6087710
A006829,34,1,6170034
A006830,63,1,4151972
A006831,67,1,7915318
A006832,29,5,8431865
A006833,29,10,7680999
A006834,64,30,1438180
A006835,58,1,2476017
A006836,67,5,6427736
A006837,56,1,8663455
A006838,61,5,8026566
A006839,65,10,5218964
A006840,24,20,288882
A006841,47,10,1977353
A006842,53,20,7658580
A006843,49,20,674650
A006844,52,1,2533627
A006845,25,5,8493466
A006846,38,10,3616895
A006847,40,5,3063515
A006848,52,1,1383124
A006849,38,30,8501552
A006850,41,10,2837259
A006851,30,1,4205099
A006852,35,10,1610265
A006853,40,20,1420424
A006854,37,5,9579439
A006855,21,20,4814182
A006856,59,20,3529343
A006857,28,20,7801809
A006858,68,1,3672438
A006859,23,30,845274
A006860,57,20,561202
A006861,60,10,860124
A006862,48,10,1663913
A006863,41,10,4230968
A006864,67,10,8244220
A006865,43,20,3081450
A006866,63,5,7557575
A006867,57,5,7699615
A006868,31,1,967113
A006869,24,30,444319
A006870,30,5,8062025
A006871,55,20,4878761
A006872,62,30,1689102
A006873,69,10,405225
A006874,23,20,73095
A006875,40,30,8773124
A006876,20,20,3508621
A006877,25,5,6049889
A006878,37,30,7926734
A006879,38,30,99973
A006880,24,20,9911744
A006881,69,1,8639944
A006882,55,30,9044137
A006883,58,1,5967586
A006884,30,5,8592285
A006885,52,5,6066515
A006886,60,30,2575320
A006887,23,10,4496123
A006888,39,5,992641
A006889,57,30,9910817
A006890,26,1,4687815
A006891,33,20,9124861
A006892,56,10,8543138
A006893,30,5,3788951
A006894,19,20,3869545
A006895,46,20,5013997
A006896,35,1,1517903
A006897,47,1,8101558
A006898,19,30,2436350
A006899,27,5,3754982
A006900,46,20,2418889
A006901,63,20,7530856
A006902,66,20,8281447
A006903,36,20,4162721
A006904,55,5,6158781
A006905,60,30,8703538
A006906,68,1,7637092
A006907,27,10,110294
A006908,43,30,6200912
A006909,66,20,1901243
A006910,57,20,6641574
A006911,64,5,972847
A006912,67,1,8620378
A006913,43,5,521837
A006914,64,20,3774872
A006915,44,1,3301373
A006916,29,20,2817133
A006917,24,1,2290827
A006918,44,1,3432753
A006919,46,30,2310161
A006920,38,20,880408
A006921,38,1,1223601
A006922,28,10,1740680
A006923,37,5,1497452
A006924,60,10,3911996
A006925,45,10,3914387
A006926,52,1,3991222
A006927,62,5,5726888
A006928,20,30,5307098
A006929,27,20,8145080
A006930,29,1,4889830
A006931,26,10,1640218
A006932,53,30,7145593
A006933,58,1,2363081
A006934,42,10,3112803
A006935,58,30,1014168
A006936,20,1,5163872
A006937,21,30,965387
A006938,53,5,4458248
A006939,40,5,1998984
A006940,68,5,7400637
A006941,40,20,7867423
A006942,21,5,3438392
A006943,46,10,8808798
A006944,60,20,5204671
A006945,23,1,844733
A006946,42,1,6283174
A006947,52,10,1335396
A006948,57,5,6171846
A006949,65,30,1732162
A006950,47,5,5382023
A006951,28,10,6226674
A006952,25,20,7503614
A006953,54,1,5367647
A006954,39,1,4617641
A006955,19,5,4012568
A006956,31,5,176800
A006957,28,30,2928687
A006958,63,20,8550500
A006959,34,10,2487427
A006960,23,10,8513933
A006961,34,30,9201060
A006962,30,10,3608675
A006963,19,20,8483313
A006964,55,10,1741031
A006965,52,20,9352282
A006966,53,1,7919997
A006967,31,20,8125326
A006968,43,1,1809666
A006969,66,30,1768561
A006970,56,30,7859212
A006971,67,30,1788606
A006972,23,1,153709
A006973,58,20,5641953
A006974,54,30,9092648
A006975,52,5,9629721
A006976,64,30,8345838
A006977,52,30,6805337
A006978,22,20,6966403
A006979,60,20,7325701
A006980,42,1,3878549
A006981,45,1,2110197
A006982,54,20,5685624
A006983,53,1,3444211
A006984,63,10,2420155
A006985,32,10,5029782
A006986,28,1,5468495
A006987,59,1,1425687
A006988,39,20,7322876
A006989,60,1,1823144
A006990,46,1,6840002
A006991,50,20,407843
A006992,20,1,8785832
A006993,49,1,8324168
A006994,57,10,2392793
A006995,33,30,3910267
A006996,46,10,2532808
A006997,58,1,245694
A006998,44,1,5240503
A006999,34,10,5545810
A007000,29,1,7109554
A007001,35,1,8639486
A007002,33,5,9004334
A007003,69,1,1929677
A007004,21,10,6354732
A007005,67,5,5418476
A007006,29,20,1622415
A007007,66,10,8944896
A007008,60,1,721035
A007009,24,30,8314883
A007010,46,20,5089077
A007011,56,5,1355251
A007012,34,1,248139
A007013,29,30,7756103
A007014,45,5,5718970
A007015,20,30,5143618
A007016,20,30,5396999
A007017,25,30,5844491
A007018,31,10,3436547
A007019,37,5,1519604
A007020,25,1,8552430
A007021,64,30,7045111
A007022,62,10,3698962
A007023,51,5,4961286
A007024,29,20,9503792
A007025,43,30,6063585
A007026,31,5,4708324
A007027,31,1,5965940
A007028,36,10,5011199
A007029,24,1,3302468
A007030,63,1,4969448
A007031,54,5,248826
A007032,31,30,7431793
A007033,68,1,129167
A007034,59,1,3104325
A007035,31,10,3326433
A007036,21,1,392701
A007037,45,30,4098232
A007038,55,10,637307
A007039,63,10,3559183
A007040,26,5,5205053
A007041,63,20,1102321
A007042,33,10,2765401
A007043,56,20,8221635
A007044,52,5,8004026
A007045,38,30,1858983
A007046,27,10,9952009
A007047,60,10,3492418
A007048,26,30,3723378
A007049,63,10,2502026
A007050,60,5,7693572
A007051,68,1,8821403
A007052,67,1,774585
A007053,59,1,425253
A007054,64,10,6722444
A007055,64,20,1361240
A007056,59,5,6205745
A007057,42,5,1324971
A007058,32,5,7316063
A007059,49,10,9198498
A007060,50,30,7212474
A007061,66,30,2636710
A007062,65,30,5778372
A007063,24,20,7098059
A007064,29,10,6868563
A007065,25,1,4737031
A007066,23,20,3323110
A007067,66,10,8612601
A007068,52,5,2557793
A007069,44,30,502887
A007070,36,5,1369519
A007071,28,5,3581883
A007072,22,20,4425119
A007073,53,10,2905722
A007074,42,20,9138690
A007075,36,1,3547220
A007076,47,30,4184008
A007077,65,20,4985053
A007078,37,10,2281707
A007079,37,1,6492012
A007080,36,1,9653159
A007081,65,5,6184105
A007082,62,1,8571154
A007083,41,30,6468241
A007084,49,5,2286665
A007085,61,1,3292144
A007086,22,30,1173692
A007087,43,20,7052994
A007088,33,5,1260279
A007089,30,1,3986740
A007090,32,10,3261579
A007091,47,20,4017071
A007092,51,10,3410426
A007093,28,10,1150184
A007094,51,10,189432
A007095,37,5,6089062
A007096,41,5,4565632
A007097,64,5,9170054
A007098,67,20,2862340
A007099,48,5,1852736
A007100,65,5,972008
A007101,57,1,9717121
A007102,52,10,5666597
A007103,62,10,2982302
A007104,35,20,9838027
A007105,30,1,4105655
A007106,63,10,8056868
A007107,29,30,8784665
A007108,46,1,801705
A007109,38,30,9702372
A007110,43,10,6454099
A007111,34,30,2733507
